timestamp,cpu_usage,mem_usage_percent,temp_c,net_rx_bytes,net_tx_bytes,net_rx_packets,net_tx_packets,connections,thermal_state
2026-09-17T15:18:58.078Z,64,93,29.5,0,1485492,5887386,7444653495,33,Nominal
2026-09-17T15:18:59.085Z,46,93,29.5,0,1485561,5887683,7444960353,33,Nominal
2026-09-17T15:19:00.160Z,35,92,29.5,0,1485624,5887761,7444984956,33,Nominal
2026-09-17T15:19:01.091Z,34,92,29.5,0,1485624,5887761,7444984956,33,Nominal
2026-09-17T15:19:02.095Z,48,92,29.5,0,1485654,5887788,7444989966,33,Nominal
2026-09-17T15:19:03.089Z,53,92,29.5,0,1485696,5887842,7445021604,33,Nominal
2026-09-17T15:19:04.097Z,52,92,29.5,0,1485723,5887869,7445024808,33,Nominal
2026-09-17T15:19:05.464Z,53,92,29.5,0,1485759,5887908,7445029314,32,Nominal
2026-09-17T15:19:06.105Z,35,92,29.5,0,1485759,5887908,7445029314,32,Nominal
2026-09-17T15:19:07.122Z,28,92,29.5,0,1485774,5887923,7445031282,32,Nominal
2026-09-17T15:19:08.150Z,38,92,29.5,0,1485789,5887938,7445033136,32,Nominal
2026-09-17T15:19:09.162Z,52,92,29.5,0,1485795,5887944,7445033664,32,Nominal
2026-09-17T15:19:10.132Z,47,92,29.5,0,1485798,5887947,7445033928,32,Nominal
2026-09-17T15:19:11.116Z,32,92,29.5,0,1485816,5887968,7445036688,32,Nominal
2026-09-17T15:19:12.117Z,27,93,29.5,0,1485855,5888004,7445042103,31,Nominal
2026-09-17T15:19:13.115Z,30,93,29.5,0,1485867,5888016,7445043486,31,Nominal
